model_id,dataset,record_id,transition,left_condition,right_condition,field,left_item_count,right_item_count,left_empty,right_empty,semantic_drift,left_schema_valid,right_schema_valid,both_schema_valid
gemma_3_12b_it,EBM-NLP,10475150,P2->P3,P2,P3,Participant,2,2,0,0,1.1920928955078125e-07,1,1,1
gemma_3_12b_it,EBM-NLP,10475150,P2->P3,P2,P3,Intervention,5,3,0,0,0.012070834636688232,1,1,1
gemma_3_12b_it,EBM-NLP,10475150,P2->P3,P2,P3,Outcome,3,4,0,0,0.005936861038208008,1,1,1
gemma_3_12b_it,EBM-NLP,10475150,P3->P4,P3,P4,Participant,2,2,0,0,1.1920928955078125e-07,1,1,1
gemma_3_12b_it,EBM-NLP,10475150,P3->P4,P3,P4,Intervention,3,4,0,0,0.005176067352294922,1,1,1
gemma_3_12b_it,EBM-NLP,10475150,P3->P4,P3,P4,Outcome,4,4,0,0,5.960464477539063e-08,1,1,1
gemma_3_12b_it,EBM-NLP,10475150,P4->P5,P4,P5,Participant,2,2,0,0,1.1920928955078125e-07,1,1,1
gemma_3_12b_it,EBM-NLP,10475150,P4->P5,P4,P5,Intervention,4,3,0,0,0.005176067352294922,1,1,1
gemma_3_12b_it,EBM-NLP,10475150,P4->P5,P4,P5,Outcome,4,3,0,0,0.005936861038208008,1,1,1
gemma_3_12b_it,EBM-NLP,10475150,P5->P6,P5,P6,Participant,2,2,0,0,1.1920928955078125e-07,1,1,1
gemma_3_12b_it,EBM-NLP,10475150,P5->P6,P5,P6,Intervention,3,1,0,0,0.07279545068740845,1,1,1
gemma_3_12b_it,EBM-NLP,10475150,P5->P6,P5,P6,Outcome,3,2,0,0,0.02540534734725952,1,1,1
gemma_3_12b_it,EBM-NLP,10578479,P1->P2,P1,P2,Participant,5,3,0,0,0.005422055721282959,1,1,1
gemma_3_12b_it,EBM-NLP,10578479,P1->P2,P1,P2,Intervention,6,6,0,0,0.01117408275604248,1,1,1
gemma_3_12b_it,EBM-NLP,10578479,P1->P2,P1,P2,Outcome,13,14,0,0,0.0005242824554443359,1,1,1
gemma_3_12b_it,EBM-NLP,10578479,P2->P3,P2,P3,Participant,3,4,0,0,0.011711657047271729,1,1,1
gemma_3_12b_it,EBM-NLP,10578479,P2->P3,P2,P3,Intervention,6,7,0,0,0.0157773494720459,1,1,1
gemma_3_12b_it,EBM-NLP,10578479,P2->P3,P2,P3,Outcome,14,13,0,0,0.0005242824554443359,1,1,1
gemma_3_12b_it,EBM-NLP,10578479,P3->P4,P3,P4,Participant,4,3,0,0,0.017862915992736816,1,1,1
gemma_3_12b_it,EBM-NLP,10578479,P3->P4,P3,P4,Intervention,7,8,0,0,0.004929900169372559,1,1,1
gemma_3_12b_it,EBM-NLP,10578479,P3->P4,P3,P4,Outcome,13,14,0,0,0.0008795261383056641,1,1,1
gemma_3_12b_it,EBM-NLP,10578479,P4->P5,P4,P5,Participant,3,3,0,0,0.03359997272491455,1,1,1
gemma_3_12b_it,EBM-NLP,10578479,P4->P5,P4,P5,Intervention,8,7,0,0,0.009736716747283936,1,1,1
gemma_3_12b_it,EBM-NLP,10578479,P4->P5,P4,P5,Outcome,14,15,0,0,0.0005023479461669922,1,1,1
gemma_3_12b_it,EBM-NLP,10578479,P5->P6,P5,P6,Participant,3,3,0,0,0.04315906763076782,1,1,1
gemma_3_12b_it,EBM-NLP,10578479,P5->P6,P5,P6,Intervention,7,8,0,0,0.0018068552017211914,1,1,1
gemma_3_12b_it,EBM-NLP,10578479,P5->P6,P5,P6,Outcome,15,15,0,0,0.0,1,1,1
gemma_3_12b_it,EBM-NLP,10589810,P1->P2,P1,P2,Participant,5,5,0,0,0.010090053081512451,1,1,1
gemma_3_12b_it,EBM-NLP,10589810,P1->P2,P1,P2,Intervention,5,4,0,0,0.016680121421813965,1,1,1
gemma_3_12b_it,EBM-NLP,10589810,P1->P2,P1,P2,Outcome,7,5,0,0,0.00745999813079834,1,1,1
gemma_3_12b_it,EBM-NLP,10589810,P2->P3,P2,P3,Participant,5,5,0,0,0.0,1,1,1
gemma_3_12b_it,EBM-NLP,10589810,P2->P3,P2,P3,Intervention,4,4,0,0,0.0,1,1,1
gemma_3_12b_it,EBM-NLP,10589810,P2->P3,P2,P3,Outcome,5,5,0,0,1.1920928955078125e-07,1,1,1
gemma_3_12b_it,EBM-NLP,10589810,P3->P4,P3,P4,Participant,5,8,0,0,0.010711848735809326,1,1,1
gemma_3_12b_it,EBM-NLP,10589810,P3->P4,P3,P4,Intervention,4,6,0,0,0.0225522518157959,1,1,1
gemma_3_12b_it,EBM-NLP,10589810,P3->P4,P3,P4,Outcome,5,7,0,0,0.00946873426437378,1,1,1
gemma_3_12b_it,EBM-NLP,10589810,P4->P5,P4,P5,Participant,8,5,0,0,0.006436765193939209,1,1,1
gemma_3_12b_it,EBM-NLP,10589810,P4->P5,P4,P5,Intervention,6,8,0,0,0.00570988655090332,1,1,1
gemma_3_12b_it,EBM-NLP,10589810,P4->P5,P4,P5,Outcome,7,8,0,0,0.002327859401702881,1,1,1
gemma_3_12b_it,EBM-NLP,10589810,P5->P6,P5,P6,Participant,5,5,0,0,0.009464800357818604,1,1,1
gemma_3_12b_it,EBM-NLP,10589810,P5->P6,P5,P6,Intervention,8,3,0,0,0.03486299514770508,1,1,1
gemma_3_12b_it,EBM-NLP,10589810,P5->P6,P5,P6,Outcome,8,6,0,0,0.007644355297088623,1,1,1
gemma_3_12b_it,EBM-NLP,10752495,P1->P2,P1,P2,Participant,5,5,0,0,5.960464477539063e-08,1,1,1
gemma_3_12b_it,EBM-NLP,10752495,P1->P2,P1,P2,Intervention,6,5,0,0,0.010438740253448486,1,1,1
gemma_3_12b_it,EBM-NLP,10752495,P1->P2,P1,P2,Outcome,3,3,0,0,1.1920928955078125e-07,1,1,1
gemma_3_12b_it,EBM-NLP,10752495,P2->P3,P2,P3,Participant,5,6,0,0,0.005963265895843506,1,1,1
gemma_3_12b_it,EBM-NLP,10752495,P2->P3,P2,P3,Intervention,5,4,0,0,0.053402483463287354,1,1,1
gemma_3_12b_it,EBM-NLP,10752495,P2->P3,P2,P3,Outcome,3,2,0,0,0.017133653163909912,1,1,1
gemma_3_12b_it,EBM-NLP,10752495,P3->P4,P3,P4,Participant,6,4,0,0,0.00852668285369873,1,1,1
gemma_3_12b_it,EBM-NLP,10752495,P3->P4,P3,P4,Intervention,4,4,0,0,0.012175798416137695,1,1,1
gemma_3_12b_it,EBM-NLP,10752495,P3->P4,P3,P4,Outcome,2,4,0,0,0.033091604709625244,1,1,1
gemma_3_12b_it,EBM-NLP,10752495,P4->P5,P4,P5,Participant,4,7,0,0,0.006914198398590088,1,1,1
gemma_3_12b_it,EBM-NLP,10752495,P4->P5,P4,P5,Intervention,4,1,0,0,0.19877606630325317,1,1,1
gemma_3_12b_it,EBM-NLP,10752495,P4->P5,P4,P5,Outcome,4,4,0,0,0.011020958423614502,1,1,1
gemma_3_12b_it,EBM-NLP,10752495,P5->P6,P5,P6,Participant,7,6,0,0,0.001624464988708496,1,1,1
gemma_3_12b_it,EBM-NLP,10752495,P5->P6,P5,P6,Intervention,1,4,0,0,0.19877606630325317,1,1,1
gemma_3_12b_it,EBM-NLP,10752495,P5->P6,P5,P6,Outcome,4,3,0,0,0.018150925636291504,1,1,1
gemma_3_12b_it,EBM-NLP,10763172,P1->P2,P1,P2,Participant,3,3,0,0,0.06105387210845947,1,1,1
gemma_3_12b_it,EBM-NLP,10763172,P1->P2,P1,P2,Intervention,6,6,0,0,0.013976514339447021,1,1,1
gemma_3_12b_it,EBM-NLP,10763172,P1->P2,P1,P2,Outcome,2,3,0,0,0.04501873254776001,1,1,1
gemma_3_12b_it,EBM-NLP,10763172,P2->P3,P2,P3,Participant,3,2,0,0,0.08567512035369873,1,1,1
gemma_3_12b_it,EBM-NLP,10763172,P2->P3,P2,P3,Intervention,6,6,0,0,0.0023086071014404297,1,1,1
gemma_3_12b_it,EBM-NLP,10763172,P2->P3,P2,P3,Outcome,3,1,0,0,0.052204132080078125,1,1,1
gemma_3_12b_it,EBM-NLP,10763172,P3->P4,P3,P4,Participant,2,1,0,0,0.22714215517044067,1,1,1
gemma_3_12b_it,EBM-NLP,10763172,P3->P4,P3,P4,Intervention,6,5,0,0,0.003957629203796387,1,1,1
gemma_3_12b_it,EBM-NLP,10763172,P3->P4,P3,P4,Outcome,1,1,0,0,0.0,1,1,1
gemma_3_12b_it,EBM-NLP,10763172,P4->P5,P4,P5,Participant,1,1,0,0,0.05180615186691284,1,1,1
gemma_3_12b_it,EBM-NLP,10763172,P4->P5,P4,P5,Intervention,5,6,0,0,0.00189208984375,1,1,1
gemma_3_12b_it,EBM-NLP,10763172,P4->P5,P4,P5,Outcome,1,1,0,0,0.0,1,1,1
gemma_3_12b_it,EBM-NLP,10763172,P5->P6,P5,P6,Participant,1,1,0,0,0.0,1,1,1
gemma_3_12b_it,EBM-NLP,10763172,P5->P6,P5,P6,Intervention,6,5,0,0,0.00189208984375,1,1,1
gemma_3_12b_it,EBM-NLP,10763172,P5->P6,P5,P6,Outcome,1,1,0,0,0.0,1,1,1
gemma_3_12b_it,EBM-NLP,10764172,P1->P2,P1,P2,Participant,1,1,0,0,0.0,1,1,1
gemma_3_12b_it,EBM-NLP,10764172,P1->P2,P1,P2,Intervention,7,3,0,0,0.03128331899642944,1,1,1
gemma_3_12b_it,EBM-NLP,10764172,P1->P2,P1,P2,Outcome,10,3,0,0,0.028425097465515137,1,1,1
gemma_3_12b_it,EBM-NLP,10764172,P2->P3,P2,P3,Participant,1,6,0,0,0.07023179531097412,1,1,1
gemma_3_12b_it,EBM-NLP,10764172,P2->P3,P2,P3,Intervention,3,5,0,0,0.0762028694152832,1,1,1
gemma_3_12b_it,EBM-NLP,10764172,P2->P3,P2,P3,Outcome,3,9,0,0,0.03309911489486694,1,1,1
gemma_3_12b_it,EBM-NLP,10764172,P3->P4,P3,P4,Participant,6,2,0,0,0.04970848560333252,1,1,1
gemma_3_12b_it,EBM-NLP,10764172,P3->P4,P3,P4,Intervention,5,5,0,0,0.004227697849273682,1,1,1
gemma_3_12b_it,EBM-NLP,10764172,P3->P4,P3,P4,Outcome,9,7,0,0,0.010845601558685303,1,1,1
gemma_3_12b_it,EBM-NLP,10764172,P4->P5,P4,P5,Participant,2,2,0,0,0.017064392566680908,1,1,1
gemma_3_12b_it,EBM-NLP,10764172,P4->P5,P4,P5,Intervention,5,5,0,0,0.01116091012954712,1,1,1
gemma_3_12b_it,EBM-NLP,10764172,P4->P5,P4,P5,Outcome,7,4,0,0,0.009468913078308105,1,1,1
gemma_3_12b_it,EBM-NLP,10764172,P5->P6,P5,P6,Participant,2,2,0,0,0.0,1,1,1
gemma_3_12b_it,EBM-NLP,10764172,P5->P6,P5,P6,Intervention,5,5,0,0,0.01116091012954712,1,1,1
gemma_3_12b_it,EBM-NLP,10764172,P5->P6,P5,P6,Outcome,4,6,0,0,0.024638116359710693,1,1,1
gemma_3_12b_it,EBM-NLP,10912743,P1->P2,P1,P2,Participant,4,3,0,0,0.0036577582359313965,1,1,1
gemma_3_12b_it,EBM-NLP,10912743,P1->P2,P1,P2,Intervention,4,4,0,0,1.1920928955078125e-07,1,1,1
gemma_3_12b_it,EBM-NLP,10912743,P1->P2,P1,P2,Outcome,4,5,0,0,0.005975902080535889,1,1,1
gemma_3_12b_it,EBM-NLP,10912743,P2->P3,P2,P3,Participant,3,3,0,0,0.017202675342559814,1,1,1
gemma_3_12b_it,EBM-NLP,10912743,P2->P3,P2,P3,Intervention,4,3,0,0,0.01495826244354248,1,1,1
gemma_3_12b_it,EBM-NLP,10912743,P2->P3,P2,P3,Outcome,5,2,0,0,0.03018718957901001,1,1,1
gemma_3_12b_it,EBM-NLP,10912743,P3->P4,P3,P4,Participant,3,2,0,0,0.006115376949310303,1,1,1
gemma_3_12b_it,EBM-NLP,10912743,P3->P4,P3,P4,Intervention,3,2,0,0,0.0038794279098510742,1,1,1
gemma_3_12b_it,EBM-NLP,10912743,P3->P4,P3,P4,Outcome,2,4,0,0,0.04034668207168579,1,1,1
gemma_3_12b_it,EBM-NLP,10912743,P4->P5,P4,P5,Participant,2,2,0,0,0.0,1,1,1
gemma_3_12b_it,EBM-NLP,10912743,P4->P5,P4,P5,Intervention,2,3,0,0,0.0038794279098510742,1,1,1
gemma_3_12b_it,EBM-NLP,10912743,P4->P5,P4,P5,Outcome,4,3,0,0,0.022390425205230713,1,1,1
gemma_3_12b_it,EBM-NLP,10912743,P5->P6,P5,P6,Participant,2,3,0,0,0.0067653656005859375,1,1,1
gemma_3_12b_it,EBM-NLP,10912743,P5->P6,P5,P6,Intervention,3,4,0,0,0.004381537437438965,1,1,1
gemma_3_12b_it,EBM-NLP,10912743,P5->P6,P5,P6,Outcome,3,3,0,0,0.030758023262023926,1,1,1
gemma_3_12b_it,EBM-NLP,10934569,P1->P2,P1,P2,Participant,1,1,0,0,0.0,1,1,1
gemma_3_12b_it,EBM-NLP,10934569,P1->P2,P1,P2,Intervention,2,2,0,0,1.7881393432617188e-07,1,1,1
gemma_3_12b_it,EBM-NLP,10934569,P1->P2,P1,P2,Outcome,6,6,0,0,0.0,1,1,1
gemma_3_12b_it,EBM-NLP,10934569,P2->P3,P2,P3,Participant,1,1,0,0,0.0,1,1,1
gemma_3_12b_it,EBM-NLP,10934569,P2->P3,P2,P3,Intervention,2,2,0,0,1.7881393432617188e-07,1,1,1
gemma_3_12b_it,EBM-NLP,10934569,P2->P3,P2,P3,Outcome,6,6,0,0,0.0,1,1,1
gemma_3_12b_it,EBM-NLP,10934569,P3->P4,P3,P4,Participant,1,6,0,0,0.051357150077819824,1,1,1
gemma_3_12b_it,EBM-NLP,10934569,P3->P4,P3,P4,Intervention,2,3,0,0,0.007183074951171875,1,1,1
gemma_3_12b_it,EBM-NLP,10934569,P3->P4,P3,P4,Outcome,6,6,0,0,0.0,1,1,1
gemma_3_12b_it,EBM-NLP,10934569,P4->P5,P4,P5,Participant,6,5,0,0,0.0028766989707946777,1,1,1
gemma_3_12b_it,EBM-NLP,10934569,P4->P5,P4,P5,Intervention,3,3,0,0,0.0,1,1,1
gemma_3_12b_it,EBM-NLP,10934569,P4->P5,P4,P5,Outcome,6,6,0,0,0.001973867416381836,1,1,1
gemma_3_12b_it,EBM-NLP,10934569,P5->P6,P5,P6,Participant,5,5,0,0,1.1920928955078125e-07,1,1,1
gemma_3_12b_it,EBM-NLP,10934569,P5->P6,P5,P6,Intervention,3,3,0,0,0.0,1,1,1
gemma_3_12b_it,EBM-NLP,10934569,P5->P6,P5,P6,Outcome,6,6,0,0,1.1920928955078125e-07,1,1,1
gemma_3_12b_it,EBM-NLP,10940525,P1->P2,P1,P2,Participant,3,1,0,0,0.05813366174697876,1,1,1
gemma_3_12b_it,EBM-NLP,10940525,P1->P2,P1,P2,Intervention,4,6,0,0,0.01288682222366333,1,1,1
gemma_3_12b_it,EBM-NLP,10940525,P1->P2,P1,P2,Outcome,6,4,0,0,0.022558629512786865,1,1,1
gemma_3_12b_it,EBM-NLP,10940525,P2->P3,P2,P3,Participant,1,2,0,0,0.012458443641662598,1,1,1
gemma_3_12b_it,EBM-NLP,10940525,P2->P3,P2,P3,Intervention,6,2,0,0,0.04674118757247925,1,1,1
gemma_3_12b_it,EBM-NLP,10940525,P2->P3,P2,P3,Outcome,4,7,0,0,0.023857414722442627,1,1,1
gemma_3_12b_it,EBM-NLP,10940525,P3->P4,P3,P4,Participant,2,1,0,0,0.012458443641662598,1,1,1
gemma_3_12b_it,EBM-NLP,10940525,P3->P4,P3,P4,Intervention,2,2,0,0,1.1920928955078125e-07,1,1,1
gemma_3_12b_it,EBM-NLP,10940525,P3->P4,P3,P4,Outcome,7,7,0,0,0.004482567310333252,1,1,1
gemma_3_12b_it,EBM-NLP,10940525,P4->P5,P4,P5,Participant,1,2,0,0,0.05135953426361084,1,1,1
gemma_3_12b_it,EBM-NLP,10940525,P4->P5,P4,P5,Intervention,2,3,0,0,0.012226462364196777,1,1,1
gemma_3_12b_it,EBM-NLP,10940525,P4->P5,P4,P5,Outcome,7,5,0,0,0.00398784875869751,1,1,1
gemma_3_12b_it,EBM-NLP,10940525,P5->P6,P5,P6,Participant,2,1,0,0,0.05135953426361084,1,1,1
gemma_3_12b_it,EBM-NLP,10940525,P5->P6,P5,P6,Intervention,3,2,0,0,0.012226462364196777,1,1,1
gemma_3_12b_it,EBM-NLP,10940525,P5->P6,P5,P6,Outcome,5,5,0,0,0.0,1,1,1
gemma_3_12b_it,EBM-NLP,11099086,P1->P2,P1,P2,Participant,6,6,0,0,0.008957743644714355,1,1,1
gemma_3_12b_it,EBM-NLP,11099086,P1->P2,P1,P2,Intervention,2,4,0,0,0.007150173187255859,1,1,1
gemma_3_12b_it,EBM-NLP,11099086,P1->P2,P1,P2,Outcome,3,5,0,0,0.00923842191696167,1,1,1
gemma_3_12b_it,EBM-NLP,11099086,P2->P3,P2,P3,Participant,6,6,0,0,0.008957743644714355,1,1,1
gemma_3_12b_it,EBM-NLP,11099086,P2->P3,P2,P3,Intervention,4,2,0,0,0.007150173187255859,1,1,1
gemma_3_12b_it,EBM-NLP,11099086,P2->P3,P2,P3,Outcome,5,1,0,0,0.06901711225509644,1,1,1
gemma_3_12b_it,EBM-NLP,11099086,P3->P4,P3,P4,Participant,6,4,0,0,0.06418818235397339,1,1,1
gemma_3_12b_it,EBM-NLP,11099086,P3->P4,P3,P4,Intervention,2,5,0,0,0.014471590518951416,1,1,1
gemma_3_12b_it,EBM-NLP,11099086,P3->P4,P3,P4,Outcome,1,1,0,0,0.0,1,1,1
gemma_3_12b_it,EBM-NLP,11099086,P4->P5,P4,P5,Participant,4,2,0,0,0.03434872627258301,1,1,1
gemma_3_12b_it,EBM-NLP,11099086,P4->P5,P4,P5,Intervention,5,3,0,0,0.025596201419830322,1,1,1
gemma_3_12b_it,EBM-NLP,11099086,P4->P5,P4,P5,Outcome,1,1,0,0,0.0,1,1,1
gemma_3_12b_it,EBM-NLP,11099086,P5->P6,P5,P6,Participant,2,3,0,0,0.0155869722366333,1,1,1
gemma_3_12b_it,EBM-NLP,11099086,P5->P6,P5,P6,Intervention,3,3,0,0,5.960464477539063e-08,1,1,1
gemma_3_12b_it,EBM-NLP,11099086,P5->P6,P5,P6,Outcome,1,1,0,0,0.0,1,1,1
gemma_3_12b_it,EBM-NLP,11229858,P1->P2,P1,P2,Participant,2,2,0,0,5.960464477539063e-08,1,1,1
gemma_3_12b_it,EBM-NLP,11229858,P1->P2,P1,P2,Intervention,3,3,0,0,0.0,1,1,1
gemma_3_12b_it,EBM-NLP,11229858,P1->P2,P1,P2,Outcome,2,2,0,0,0.0,1,1,1
gemma_3_12b_it,EBM-NLP,11229858,P2->P3,P2,P3,Participant,2,2,0,0,5.960464477539063e-08,1,1,1
gemma_3_12b_it,EBM-NLP,11229858,P2->P3,P2,P3,Intervention,3,3,0,0,0.0,1,1,1
gemma_3_12b_it,EBM-NLP,11229858,P2->P3,P2,P3,Outcome,2,2,0,0,0.016539275646209717,1,1,1
gemma_3_12b_it,EBM-NLP,11229858,P3->P4,P3,P4,Participant,2,2,0,0,5.960464477539063e-08,1,1,1
gemma_3_12b_it,EBM-NLP,11229858,P3->P4,P3,P4,Intervention,3,4,0,0,0.003888547420501709,1,1,1
gemma_3_12b_it,EBM-NLP,11229858,P3->P4,P3,P4,Outcome,2,2,0,0,0.0,1,1,1
gemma_3_12b_it,EBM-NLP,11229858,P4->P5,P4,P5,Participant,2,2,0,0,0.0033173561096191406,1,1,1
gemma_3_12b_it,EBM-NLP,11229858,P4->P5,P4,P5,Intervention,4,4,0,0,0.0,1,1,1
gemma_3_12b_it,EBM-NLP,11229858,P4->P5,P4,P5,Outcome,2,2,0,0,0.016539275646209717,1,1,1
gemma_3_12b_it,EBM-NLP,11229858,P5->P6,P5,P6,Participant,2,1,0,0,0.020297229290008545,1,1,1
gemma_3_12b_it,EBM-NLP,11229858,P5->P6,P5,P6,Intervention,4,4,0,0,0.0,1,1,1
gemma_3_12b_it,EBM-NLP,11229858,P5->P6,P5,P6,Outcome,2,3,0,0,0.02786123752593994,1,1,1
gemma_3_12b_it,EBM-NLP,1131298,P1->P2,P1,P2,Participant,1,1,0,0,0.0,1,1,1
gemma_3_12b_it,EBM-NLP,1131298,P1->P2,P1,P2,Intervention,2,2,0,0,0.0,1,1,1
gemma_3_12b_it,EBM-NLP,1131298,P1->P2,P1,P2,Outcome,5,5,0,0,5.960464477539063e-08,1,1,1
gemma_3_12b_it,EBM-NLP,1131298,P2->P3,P2,P3,Participant,1,1,0,0,0.0,1,1,1
gemma_3_12b_it,EBM-NLP,1131298,P2->P3,P2,P3,Intervention,2,4,0,0,0.01783883571624756,1,1,1
gemma_3_12b_it,EBM-NLP,1131298,P2->P3,P2,P3,Outcome,5,5,0,0,5.960464477539063e-08,1,1,1
gemma_3_12b_it,EBM-NLP,1131298,P3->P4,P3,P4,Participant,1,1,0,0,0.2544609308242798,1,1,1
gemma_3_12b_it,EBM-NLP,1131298,P3->P4,P3,P4,Intervention,4,4,0,0,0.0,1,1,1
gemma_3_12b_it,EBM-NLP,1131298,P3->P4,P3,P4,Outcome,5,5,0,0,5.960464477539063e-08,1,1,1
gemma_3_12b_it,EBM-NLP,1131298,P4->P5,P4,P5,Participant,1,2,0,0,0.06577867269515991,1,1,1
gemma_3_12b_it,EBM-NLP,1131298,P4->P5,P4,P5,Intervention,4,3,0,0,0.0077637434005737305,1,1,1
gemma_3_12b_it,EBM-NLP,1131298,P4->P5,P4,P5,Outcome,5,5,0,0,5.960464477539063e-08,1,1,1
gemma_3_12b_it,EBM-NLP,1131298,P5->P6,P5,P6,Participant,2,2,0,0,0.0,1,1,1
gemma_3_12b_it,EBM-NLP,1131298,P5->P6,P5,P6,Intervention,3,3,0,0,5.960464477539063e-08,1,1,1
gemma_3_12b_it,EBM-NLP,1131298,P5->P6,P5,P6,Outcome,5,5,0,0,5.960464477539063e-08,1,1,1
gemma_3_12b_it,EBM-NLP,11317090,P1->P2,P1,P2,Participant,5,4,0,0,0.008774757385253906,1,1,1
gemma_3_12b_it,EBM-NLP,11317090,P1->P2,P1,P2,Intervention,3,3,0,0,0.0,1,1,1
gemma_3_12b_it,EBM-NLP,11317090,P1->P2,P1,P2,Outcome,11,10,0,0,0.004142880439758301,1,1,1
gemma_3_12b_it,EBM-NLP,11317090,P2->P3,P2,P3,Participant,4,3,0,0,0.02996087074279785,1,1,1
gemma_3_12b_it,EBM-NLP,11317090,P2->P3,P2,P3,Intervention,3,4,0,0,0.011334717273712158,1,1,1
gemma_3_12b_it,EBM-NLP,11317090,P2->P3,P2,P3,Outcome,10,13,0,0,0.008409321308135986,1,1,1
gemma_3_12b_it,EBM-NLP,11317090,P3->P4,P3,P4,Participant,3,2,0,0,0.0674174427986145,1,1,1
gemma_3_12b_it,EBM-NLP,11317090,P3->P4,P3,P4,Intervention,4,2,0,0,0.0206792950630188,1,1,1
gemma_3_12b_it,EBM-NLP,11317090,P3->P4,P3,P4,Outcome,13,9,0,0,0.006858170032501221,1,1,1
gemma_3_12b_it,EBM-NLP,11317090,P4->P5,P4,P5,Participant,2,2,0,0,0.049877285957336426,1,1,1
gemma_3_12b_it,EBM-NLP,11317090,P4->P5,P4,P5,Intervention,2,2,0,0,0.04216223955154419,1,1,1
gemma_3_12b_it,EBM-NLP,11317090,P4->P5,P4,P5,Outcome,9,9,0,0,0.001429140567779541,1,1,1
gemma_3_12b_it,EBM-NLP,11317090,P5->P6,P5,P6,Participant,2,1,0,0,0.027489900588989258,1,1,1
